meter_id,scheme_name,service_type,meter_number,meter_role,unit_number,location_description,parent_meter_id,hierarchy_level,reconciliation_group,is_active,start_date,end_date,source_confidence,verified_by,notes,source_reference
meter-queensgate-unit-qg-37,QueensGate,electricity,QG 37,unit,QG 37,QG 37,,1,scheme-queensgate,True,,,medium,,,Queensgate:QG 37
meter-queensgate-unit-qg-38a,QueensGate,electricity,QG  38A,unit,QG  38A,QG  38A,,1,scheme-queensgate,True,,,medium,,,Queensgate:QG  38A
meter-queensgate-unit-qg-39,QueensGate,electricity,QG 39,unit,QG 39,QG 39,,1,scheme-queensgate,True,,,medium,,,Queensgate:QG 39
meter-queensgate-unit-qg-40,QueensGate,electricity,QG 40,unit,QG 40,QG 40,,1,scheme-queensgate,True,,,medium,,,Queensgate:QG 40
meter-queensgate-unit-qg-41,QueensGate,electricity,QG 41,unit,QG 41,QG 41,,1,scheme-queensgate,True,,,medium,,,Queensgate:QG 41
meter-queensgate-unit-qg-42,QueensGate,electricity,QG 42,unit,QG 42,QG 42,,1,scheme-queensgate,True,,,medium,,,Queensgate:QG 42
meter-queensgate-unit-qg-43,QueensGate,electricity,QG 43,unit,QG 43,QG 43,,1,scheme-queensgate,True,,,medium,,,Queensgate:QG 43
meter-queensgate-unit-qg-44,QueensGate,electricity,QG 44,unit,QG 44,QG 44,,1,scheme-queensgate,True,,,medium,,,Queensgate:QG 44
meter-queensgate-unit-qg-45,QueensGate,electricity,QG 45,unit,QG 45,QG 45,,1,scheme-queensgate,True,,,medium,,,Queensgate:QG 45
meter-queensgate-unit-qg-46,QueensGate,electricity,QG 46,unit,QG 46,QG 46,,1,scheme-queensgate,True,,,medium,,,Queensgate:QG 46
meter-queensgate-unit-qg-47,QueensGate,electricity,QG 47,unit,QG 47,QG 47,,1,scheme-queensgate,True,,,medium,,,Queensgate:QG 47
meter-queensgate-unit-qg-48,QueensGate,electricity,QG 48,unit,QG 48,QG 48,,1,scheme-queensgate,True,,,medium,,,Queensgate:QG 48
meter-queensgate-unit-qg-49,QueensGate,electricity,QG 49,unit,QG 49,QG 49,,1,scheme-queensgate,True,,,medium,,,Queensgate:QG 49
meter-queensgate-unit-qg-50,QueensGate,electricity,QG 50,unit,QG 50,QG 50,,1,scheme-queensgate,True,,,medium,,,Queensgate:QG 50
meter-queensgate-unit-qg-51,QueensGate,electricity,QG 51,unit,QG 51,QG 51,,1,scheme-queensgate,True,,,medium,,,Queensgate:QG 51
meter-queensgate-unit-qg-52,QueensGate,electricity,QG 52,unit,QG 52,QG 52,,1,scheme-queensgate,True,,,medium,,,Queensgate:QG 52
meter-queensgate-unit-qg-53,QueensGate,electricity,QG 53,unit,QG 53,QG 53,,1,scheme-queensgate,True,,,medium,,,Queensgate:QG 53
meter-queensgate-bulk-bulk-1,QueensGate,electricity,Bulk 1,bulk,,QueensGate,,0,scheme-queensgate,True,,,medium,,,Queensgate:Bulk 1
meter-rivonia-gates-unit-rg-01,Rivonia Gates,electricity,RG 01,unit,RG 01,RG 01,,1,scheme-rivonia-gates,True,,,medium,,,Rivonia Gate:RG 01
meter-rivonia-gates-unit-rg-02a,Rivonia Gates,electricity,RG 02A,unit,RG 02A,RG 02A,,1,scheme-rivonia-gates,True,,,medium,,,Rivonia Gate:RG 02A
meter-rivonia-gates-unit-rg-03,Rivonia Gates,electricity,RG 03,unit,RG 03,RG 03,,1,scheme-rivonia-gates,True,,,medium,,,Rivonia Gate:RG 03
meter-rivonia-gates-unit-rg-04,Rivonia Gates,electricity,RG 04,unit,RG 04,RG 04,,1,scheme-rivonia-gates,True,,,medium,,,Rivonia Gate:RG 04
meter-rivonia-gates-unit-rg-05,Rivonia Gates,electricity,RG 05,unit,RG 05,RG 05,,1,scheme-rivonia-gates,True,,,medium,,,Rivonia Gate:RG 05
meter-rivonia-gates-unit-rg-06,Rivonia Gates,electricity,RG 06,unit,RG 06,RG 06,,1,scheme-rivonia-gates,True,,,medium,,,Rivonia Gate:RG 06
meter-rivonia-gates-unit-rg-07a,Rivonia Gates,electricity,RG 07A,unit,RG 07A,RG 07A,,1,scheme-rivonia-gates,True,,,medium,,,Rivonia Gate:RG 07A
meter-rivonia-gates-unit-rg-08,Rivonia Gates,electricity,RG 08,unit,RG 08,RG 08,,1,scheme-rivonia-gates,True,,,medium,,,Rivonia Gate:RG 08
meter-rivonia-gates-unit-rg-09,Rivonia Gates,electricity,RG 09,unit,RG 09,RG 09,,1,scheme-rivonia-gates,True,,,medium,,,Rivonia Gate:RG 09
meter-rivonia-gates-unit-rg-10a,Rivonia Gates,electricity,RG 10A,unit,RG 10A,RG 10A,,1,scheme-rivonia-gates,True,,,medium,,,Rivonia Gate:RG 10A
meter-rivonia-gates-unit-rg-11,Rivonia Gates,electricity,RG 11,unit,RG 11,RG 11,,1,scheme-rivonia-gates,True,,,medium,,,Rivonia Gate:RG 11
meter-rivonia-gates-unit-rg-12,Rivonia Gates,electricity,RG 12,unit,RG 12,RG 12,,1,scheme-rivonia-gates,True,,,medium,,,Rivonia Gate:RG 12
meter-rivonia-gates-unit-rg-13,Rivonia Gates,electricity,RG 13,unit,RG 13,RG 13,,1,scheme-rivonia-gates,True,,,medium,,,Rivonia Gate:RG 13
meter-rivonia-gates-unit-rg-14,Rivonia Gates,electricity,RG 14,unit,RG 14,RG 14,,1,scheme-rivonia-gates,True,,,medium,,,Rivonia Gate:RG 14
meter-rivonia-gates-unit-rg-15-a,Rivonia Gates,electricity,RG 15 A,unit,RG 15 A,RG 15 A,,1,scheme-rivonia-gates,True,,,medium,,,Rivonia Gate:RG 15 A
meter-rivonia-gates-unit-rg-16,Rivonia Gates,electricity,RG 16,unit,RG 16,RG 16,,1,scheme-rivonia-gates,True,,,medium,,,Rivonia Gate:RG 16
meter-rivonia-gates-bulk-bulk-1,Rivonia Gates,electricity,Bulk 1,bulk,,Rivonia Gates,,0,scheme-rivonia-gates,True,,,medium,,,Rivonia Gate:Bulk 1
meter-riviera-villas-unit-rv-26a,Riviera Villas,electricity,RV 26A,unit,RV 26A,RV 26A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 26A
meter-riviera-villas-unit-rv-27a,Riviera Villas,electricity,RV 27A,unit,RV 27A,RV 27A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 27A
meter-riviera-villas-unit-rv-28a,Riviera Villas,electricity,RV 28A,unit,RV 28A,RV 28A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 28A
meter-riviera-villas-unit-rv-29a,Riviera Villas,electricity,RV 29A,unit,RV 29A,RV 29A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 29A
meter-riviera-villas-unit-rv-30a,Riviera Villas,electricity,RV 30A,unit,RV 30A,RV 30A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 30A
meter-riviera-villas-unit-rv-31a,Riviera Villas,electricity,RV 31A,unit,RV 31A,RV 31A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 31A
meter-riviera-villas-unit-rv-32a,Riviera Villas,electricity,RV 32A,unit,RV 32A,RV 32A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 32A
meter-riviera-villas-unit-rv-33a,Riviera Villas,electricity,RV 33A,unit,RV 33A,RV 33A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 33A
meter-riviera-villas-unit-rv-34a,Riviera Villas,electricity,RV 34A,unit,RV 34A,RV 34A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 34A
meter-riviera-villas-unit-rv-35a,Riviera Villas,electricity,RV 35A,unit,RV 35A,RV 35A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 35A
meter-riviera-villas-unit-rv-35b,Riviera Villas,electricity,RV 35B,unit,RV 35B,RV 35B,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 35B
meter-riviera-villas-unit-rv-36a,Riviera Villas,electricity,RV 36A,unit,RV 36A,RV 36A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 36A
meter-riviera-villas-unit-rv-36b,Riviera Villas,electricity,RV 36B,unit,RV 36B,RV 36B,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 36B
meter-riviera-villas-unit-rv-37a,Riviera Villas,electricity,RV 37A,unit,RV 37A,RV 37A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 37A
meter-riviera-villas-unit-rv-37b,Riviera Villas,electricity,RV 37B,unit,RV 37B,RV 37B,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 37B
meter-riviera-villas-unit-rv-38a,Riviera Villas,electricity,RV 38A,unit,RV 38A,RV 38A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 38A
meter-riviera-villas-unit-rv-38b,Riviera Villas,electricity,RV 38B,unit,RV 38B,RV 38B,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 38B
meter-riviera-villas-unit-rv-39a,Riviera Villas,electricity,RV 39A,unit,RV 39A,RV 39A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 39A
meter-riviera-villas-unit-rv-39b,Riviera Villas,electricity,RV 39B,unit,RV 39B,RV 39B,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 39B
meter-riviera-villas-unit-rv-40a,Riviera Villas,electricity,RV 40A,unit,RV 40A,RV 40A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 40A
meter-riviera-villas-unit-rv-40b,Riviera Villas,electricity,RV 40B,unit,RV 40B,RV 40B,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 40B
meter-riviera-villas-unit-rv-41a,Riviera Villas,electricity,RV 41A,unit,RV 41A,RV 41A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 41A
meter-riviera-villas-unit-rv-41b,Riviera Villas,electricity,RV 41B,unit,RV 41B,RV 41B,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 41B
meter-riviera-villas-unit-rv-42a,Riviera Villas,electricity,RV 42A,unit,RV 42A,RV 42A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 42A
meter-riviera-villas-unit-rv-42b,Riviera Villas,electricity,RV 42B,unit,RV 42B,RV 42B,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 42B
meter-riviera-villas-unit-rv-43a-a,Riviera Villas,electricity,RV 43A A,unit,RV 43A A,RV 43A A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 43A A
meter-riviera-villas-unit-rv-43b,Riviera Villas,electricity,RV 43B,unit,RV 43B,RV 43B,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 43B
meter-riviera-villas-unit-rv-44a,Riviera Villas,electricity,RV 44A,unit,RV 44A,RV 44A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 44A
meter-riviera-villas-unit-rv-44b,Riviera Villas,electricity,RV 44B,unit,RV 44B,RV 44B,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 44B
meter-riviera-villas-unit-rv-45a,Riviera Villas,electricity,RV 45A,unit,RV 45A,RV 45A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 45A
meter-riviera-villas-unit-rv-45b,Riviera Villas,electricity,RV 45B,unit,RV 45B,RV 45B,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 45B
meter-riviera-villas-unit-rv-46a,Riviera Villas,electricity,RV 46A,unit,RV 46A,RV 46A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 46A
meter-riviera-villas-unit-rv-46b-a,Riviera Villas,electricity,RV 46B A,unit,RV 46B A,RV 46B A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 46B A
meter-riviera-villas-unit-rv-47a,Riviera Villas,electricity,RV 47A,unit,RV 47A,RV 47A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 47A
meter-riviera-villas-unit-rv-47b,Riviera Villas,electricity,RV 47B,unit,RV 47B,RV 47B,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 47B
meter-riviera-villas-unit-rv-48a,Riviera Villas,electricity,RV 48A,unit,RV 48A,RV 48A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 48A
meter-riviera-villas-unit-rv-48b,Riviera Villas,electricity,RV 48B,unit,RV 48B,RV 48B,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 48B
meter-riviera-villas-unit-rv-49a,Riviera Villas,electricity,RV 49A,unit,RV 49A,RV 49A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 49A
meter-riviera-villas-unit-rv-49b,Riviera Villas,electricity,RV 49B,unit,RV 49B,RV 49B,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 49B
meter-riviera-villas-unit-rv-50a-a,Riviera Villas,electricity,RV 50A A,unit,RV 50A A,RV 50A A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 50A A
meter-riviera-villas-unit-rv-50b,Riviera Villas,electricity,RV 50B,unit,RV 50B,RV 50B,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 50B
meter-riviera-villas-unit-rv-51a,Riviera Villas,electricity,RV 51A,unit,RV 51A,RV 51A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 51A
meter-riviera-villas-unit-rv-51b,Riviera Villas,electricity,RV 51B,unit,RV 51B,RV 51B,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 51B
meter-riviera-villas-unit-rv-52a,Riviera Villas,electricity,RV 52A,unit,RV 52A,RV 52A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 52A
meter-riviera-villas-unit-rv-52b,Riviera Villas,electricity,RV 52B,unit,RV 52B,RV 52B,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 52B
meter-riviera-villas-unit-rv-53a,Riviera Villas,electricity,RV 53A,unit,RV 53A,RV 53A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 53A
meter-riviera-villas-unit-rv-53b,Riviera Villas,electricity,RV 53B,unit,RV 53B,RV 53B,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 53B
meter-riviera-villas-unit-rv-54a,Riviera Villas,electricity,RV 54A,unit,RV 54A,RV 54A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 54A
meter-riviera-villas-unit-rv-54b,Riviera Villas,electricity,RV 54B,unit,RV 54B,RV 54B,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 54B
meter-riviera-villas-unit-rv-55a,Riviera Villas,electricity,RV 55A,unit,RV 55A,RV 55A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 55A
meter-riviera-villas-unit-rv-55b,Riviera Villas,electricity,RV 55B,unit,RV 55B,RV 55B,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 55B
meter-riviera-villas-unit-rv-56a,Riviera Villas,electricity,RV 56A,unit,RV 56A,RV 56A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 56A
meter-riviera-villas-unit-rv-56b,Riviera Villas,electricity,RV 56B,unit,RV 56B,RV 56B,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 56B
meter-riviera-villas-unit-rv-57a,Riviera Villas,electricity,RV 57A,unit,RV 57A,RV 57A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 57A
meter-riviera-villas-unit-rv-57b,Riviera Villas,electricity,RV 57B,unit,RV 57B,RV 57B,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 57B
meter-riviera-villas-unit-rv-58a,Riviera Villas,electricity,RV 58A,unit,RV 58A,RV 58A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 58A
meter-riviera-villas-unit-rv-58b,Riviera Villas,electricity,RV 58B,unit,RV 58B,RV 58B,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 58B
meter-riviera-villas-unit-rv-59a,Riviera Villas,electricity,RV 59A,unit,RV 59A,RV 59A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 59A
meter-riviera-villas-unit-rv-59b,Riviera Villas,electricity,RV 59B,unit,RV 59B,RV 59B,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 59B
meter-riviera-villas-unit-rv-60a,Riviera Villas,electricity,RV 60A,unit,RV 60A,RV 60A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 60A
meter-riviera-villas-unit-rv-60b,Riviera Villas,electricity,RV 60B,unit,RV 60B,RV 60B,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 60B
meter-riviera-villas-unit-rv-61a,Riviera Villas,electricity,RV 61A,unit,RV 61A,RV 61A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 61A
meter-riviera-villas-unit-rv-62a,Riviera Villas,electricity,RV 62A,unit,RV 62A,RV 62A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 62A
meter-riviera-villas-unit-rv-62b,Riviera Villas,electricity,RV 62B,unit,RV 62B,RV 62B,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 62B
meter-riviera-villas-unit-rv-63a-a,Riviera Villas,electricity,RV 63A A,unit,RV 63A A,RV 63A A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 63A A
meter-riviera-villas-unit-rv-63b,Riviera Villas,electricity,RV 63B,unit,RV 63B,RV 63B,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 63B
meter-riviera-villas-unit-rv-64a,Riviera Villas,electricity,RV 64A,unit,RV 64A,RV 64A,,1,scheme-riviera-villas,True,,,medium,,,Riviera Villas:RV 64A
meter-riviera-villas-bulk-bulk-1,Riviera Villas,electricity,Bulk 1,bulk,,Riviera Villas,,0,scheme-riviera-villas,True,,,medium,,,Riviera Villas:Bulk 1
meter-riviera-villas-bulk-bulk-2,Riviera Villas,electricity,Bulk 2,bulk,,Riviera Villas,,0,scheme-riviera-villas,True,,,medium,,,Riviera Villas:Bulk 2
meter-riviera-villas-bulk-bulk-3,Riviera Villas,electricity,Bulk 3,bulk,,Riviera Villas,,0,scheme-riviera-villas,True,,,medium,,,Riviera Villas:Bulk 3
meter-stonecrest-unit-sc-001,Stonecrest,electricity,SC 001,unit,SC 001,SC 001,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 001
meter-stonecrest-unit-sc-002,Stonecrest,electricity,SC 002,unit,SC 002,SC 002,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 002
meter-stonecrest-unit-sc-003,Stonecrest,electricity,SC 003,unit,SC 003,SC 003,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 003
meter-stonecrest-unit-sc-004,Stonecrest,electricity,SC 004,unit,SC 004,SC 004,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 004
meter-stonecrest-unit-sc-005,Stonecrest,electricity,SC 005,unit,SC 005,SC 005,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 005
meter-stonecrest-unit-sc-006,Stonecrest,electricity,SC 006,unit,SC 006,SC 006,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 006
meter-stonecrest-unit-sc-007a,Stonecrest,electricity,SC 007A,unit,SC 007A,SC 007A,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 007A
meter-stonecrest-unit-sc-008,Stonecrest,electricity,SC 008,unit,SC 008,SC 008,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 008
meter-stonecrest-unit-sc-009,Stonecrest,electricity,SC 009,unit,SC 009,SC 009,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 009
meter-stonecrest-unit-sc-010,Stonecrest,electricity,SC 010,unit,SC 010,SC 010,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 010
meter-stonecrest-unit-sc-011,Stonecrest,electricity,SC 011,unit,SC 011,SC 011,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 011
meter-stonecrest-unit-sc-012,Stonecrest,electricity,SC 012,unit,SC 012,SC 012,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 012
meter-stonecrest-unit-sc-013,Stonecrest,electricity,SC 013,unit,SC 013,SC 013,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 013
meter-stonecrest-unit-sc-014,Stonecrest,electricity,SC 014,unit,SC 014,SC 014,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 014
meter-stonecrest-unit-sc-015a,Stonecrest,electricity,SC 015A,unit,SC 015A,SC 015A,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 015A
meter-stonecrest-unit-sc-016,Stonecrest,electricity,SC 016,unit,SC 016,SC 016,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 016
meter-stonecrest-unit-sc-017,Stonecrest,electricity,SC 017,unit,SC 017,SC 017,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 017
meter-stonecrest-unit-sc-018,Stonecrest,electricity,SC 018,unit,SC 018,SC 018,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 018
meter-stonecrest-unit-sc-019a,Stonecrest,electricity,SC 019A,unit,SC 019A,SC 019A,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 019A
meter-stonecrest-unit-sc-020a,Stonecrest,electricity,SC 020A,unit,SC 020A,SC 020A,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 020A
meter-stonecrest-unit-sc-021,Stonecrest,electricity,SC 021,unit,SC 021,SC 021,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 021
meter-stonecrest-unit-sc-022-a,Stonecrest,electricity,SC 022 A,unit,SC 022 A,SC 022 A,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 022 A
meter-stonecrest-unit-sc-023,Stonecrest,electricity,SC 023,unit,SC 023,SC 023,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 023
meter-stonecrest-unit-sc-024,Stonecrest,electricity,SC 024,unit,SC 024,SC 024,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 024
meter-stonecrest-unit-sc-025,Stonecrest,electricity,SC 025,unit,SC 025,SC 025,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 025
meter-stonecrest-unit-sc-026,Stonecrest,electricity,SC 026,unit,SC 026,SC 026,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 026
meter-stonecrest-unit-sc-027,Stonecrest,electricity,SC 027,unit,SC 027,SC 027,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 027
meter-stonecrest-unit-sc-028,Stonecrest,electricity,SC 028,unit,SC 028,SC 028,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 028
meter-stonecrest-unit-sc-029a,Stonecrest,electricity,SC 029A,unit,SC 029A,SC 029A,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 029A
meter-stonecrest-unit-sc-030,Stonecrest,electricity,SC 030,unit,SC 030,SC 030,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 030
meter-stonecrest-unit-sc-031,Stonecrest,electricity,SC 031,unit,SC 031,SC 031,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 031
meter-stonecrest-unit-sc-032,Stonecrest,electricity,SC 032,unit,SC 032,SC 032,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 032
meter-stonecrest-unit-sc-033a,Stonecrest,electricity,SC 033A,unit,SC 033A,SC 033A,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 033A
meter-stonecrest-unit-sc-034,Stonecrest,electricity,SC 034,unit,SC 034,SC 034,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 034
meter-stonecrest-unit-sc-035,Stonecrest,electricity,SC 035,unit,SC 035,SC 035,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 035
meter-stonecrest-unit-sc-036,Stonecrest,electricity,SC 036,unit,SC 036,SC 036,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 036
meter-stonecrest-unit-sc-037,Stonecrest,electricity,SC 037,unit,SC 037,SC 037,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 037
meter-stonecrest-unit-sc-038,Stonecrest,electricity,SC 038,unit,SC 038,SC 038,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 038
meter-stonecrest-unit-sc-039,Stonecrest,electricity,SC 039,unit,SC 039,SC 039,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 039
meter-stonecrest-unit-sc-040,Stonecrest,electricity,SC 040,unit,SC 040,SC 040,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 040
meter-stonecrest-unit-sc-041a,Stonecrest,electricity,SC 041A,unit,SC 041A,SC 041A,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 041A
meter-stonecrest-unit-sc-042,Stonecrest,electricity,SC 042,unit,SC 042,SC 042,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 042
meter-stonecrest-unit-sc-043,Stonecrest,electricity,SC 043,unit,SC 043,SC 043,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 043
meter-stonecrest-unit-sc-044,Stonecrest,electricity,SC 044,unit,SC 044,SC 044,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 044
meter-stonecrest-unit-sc-045,Stonecrest,electricity,SC 045,unit,SC 045,SC 045,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 045
meter-stonecrest-unit-sc-046,Stonecrest,electricity,SC 046,unit,SC 046,SC 046,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 046
meter-stonecrest-unit-sc-047,Stonecrest,electricity,SC 047,unit,SC 047,SC 047,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 047
meter-stonecrest-unit-sc-048,Stonecrest,electricity,SC 048,unit,SC 048,SC 048,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 048
meter-stonecrest-unit-sc-049,Stonecrest,electricity,SC 049,unit,SC 049,SC 049,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 049
meter-stonecrest-unit-sc-050,Stonecrest,electricity,SC 050,unit,SC 050,SC 050,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 050
meter-stonecrest-unit-sc-051,Stonecrest,electricity,SC 051,unit,SC 051,SC 051,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 051
meter-stonecrest-unit-sc-052,Stonecrest,electricity,SC 052,unit,SC 052,SC 052,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 052
meter-stonecrest-unit-sc-053,Stonecrest,electricity,SC 053,unit,SC 053,SC 053,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 053
meter-stonecrest-unit-sc-054,Stonecrest,electricity,SC 054,unit,SC 054,SC 054,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 054
meter-stonecrest-unit-sc-055a,Stonecrest,electricity,SC 055A,unit,SC 055A,SC 055A,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 055A
meter-stonecrest-unit-sc-056,Stonecrest,electricity,SC 056,unit,SC 056,SC 056,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 056
meter-stonecrest-unit-sc-057,Stonecrest,electricity,SC 057,unit,SC 057,SC 057,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 057
meter-stonecrest-unit-sc-058,Stonecrest,electricity,SC 058,unit,SC 058,SC 058,,1,scheme-stonecrest,True,,,medium,,,Stonecrest:SC 058
